Time,Temperature,Voltage_terminal,SOC,V1,Charge_Current,Capacity,R0,R1,C1
0,25.000000,3.960472,80.445792,-0.000084,-3.994844,4.076110,0.00005884,0.01145801,4846.080679
1,25.000005,3.961826,80.473016,-0.000899,-3.985487,4.076110,0.00005884,0.01145801,4846.080679
2,25.000009,3.962952,80.500176,-0.001698,-3.980578,4.076110,0.00005884,0.01145801,4846.080679
3,25.000014,3.964063,80.527303,-0.002482,-3.975669,4.076110,0.00005884,0.01145801,4846.080679
4,25.000019,3.965096,80.554396,-0.003251,-3.970767,4.076110,0.00005884,0.01145801,4846.080679
5,25.000023,3.966013,80.581456,-0.004005,-3.965871,4.076110,0.00005884,0.01145801,4846.080679
6,25.000028,3.966915,80.608483,-0.004744,-3.960981,4.076110,0.00005884,0.01145801,4846.080679
7,25.000032,3.967803,80.635476,-0.005470,-3.956097,4.076110,0.00005884,0.01145801,4846.080679
8,25.000037,3.968727,80.662436,-0.006181,-3.951219,4.076110,0.00005884,0.01145801,4846.080679
9,25.000042,3.969667,80.689362,-0.006879,-3.946347,4.076110,0.00005884,0.01145801,4846.080679
10,25.000046,3.970593,80.716256,-0.007563,-3.941481,4.076110,0.00005884,0.01145801,4846.080679
11,25.000051,3.971505,80.743116,-0.008234,-3.936621,4.076110,0.00005884,0.01145801,4846.080679
12,25.000055,3.972406,80.769943,-0.008892,-3.931767,4.076110,0.00005884,0.01145802,4846.080679
13,25.000059,3.973295,80.796737,-0.009538,-3.926919,4.076110,0.00005884,0.01145802,4846.080679
14,25.000064,3.974171,80.823498,-0.010171,-3.922077,4.076110,0.00005884,0.01145802,4846.080679
15,25.000068,3.975034,80.850227,-0.010791,-3.917241,4.076110,0.00005884,0.01145802,4846.080679
16,25.000073,3.975882,80.876922,-0.011400,-3.912411,4.076110,0.00005884,0.01145802,4846.080679
17,25.000077,3.976718,80.903584,-0.011996,-3.907587,4.076110,0.00005884,0.01145802,4846.080679
18,25.000081,3.977542,80.930213,-0.012581,-3.902768,4.076110,0.00005884,0.01145802,4846.080679
19,25.000086,3.978356,80.956810,-0.013155,-3.897956,4.076110,0.00005884,0.01145802,4846.080679
20,25.000090,3.979159,80.983373,-0.013717,-3.893150,4.076110,0.00005884,0.01145802,4846.080679
21,25.000094,3.979951,81.009904,-0.014269,-3.888349,4.076110,0.00005884,0.01145802,4846.080679
22,25.000099,3.980732,81.036403,-0.014809,-3.883554,4.076110,0.00005884,0.01145802,4846.080679
23,25.000103,3.981464,81.062868,-0.015339,-3.878766,4.076110,0.00005884,0.01145802,4846.080679
24,25.000107,3.982142,81.089301,-0.015858,-3.873983,4.076110,0.00005884,0.01145802,4846.080679
25,25.000112,3.982810,81.115701,-0.016368,-3.869206,4.076110,0.00005884,0.01145802,4846.080679
26,25.000116,3.983468,81.142069,-0.016867,-3.864435,4.076110,0.00005884,0.01145802,4846.080679
27,25.000120,3.984116,81.168404,-0.017356,-3.859670,4.076110,0.00005884,0.01145802,4846.080679
28,25.000124,3.984754,81.194707,-0.017836,-3.854912,4.076110,0.00005884,0.01145802,4846.080679
29,25.000128,3.985382,81.220978,-0.018306,-3.850159,4.076110,0.00005884,0.01145802,4846.080679
30,25.000132,3.986000,81.247216,-0.018766,-3.845413,4.076110,0.00005884,0.01145802,4846.080679
31,25.000137,3.986799,81.273421,-0.019218,-3.840673,4.076110,0.00005884,0.01145802,4846.080679
32,25.000141,3.987637,81.299595,-0.019660,-3.835937,4.076110,0.00005884,0.01145802,4846.080679
33,25.000145,3.988465,81.325736,-0.020094,-3.831206,4.076110,0.00005884,0.01145802,4846.080679
34,25.000149,3.989285,81.351844,-0.020519,-3.826481,4.076110,0.00005884,0.01145802,4846.080679
35,25.000153,3.989947,81.377921,-0.020935,-3.821762,4.076110,0.00005884,0.01145802,4846.080679
36,25.000157,3.990589,81.403965,-0.021343,-3.817049,4.076110,0.00005884,0.01145802,4846.080679
37,25.000161,3.991222,81.429978,-0.021742,-3.812343,4.076110,0.00005884,0.01145802,4846.080679
38,25.000165,3.991844,81.455958,-0.022134,-3.807642,4.076110,0.00005884,0.01145802,4846.080679
39,25.000169,3.992384,81.481906,-0.022518,-3.802946,4.076110,0.00005884,0.01145802,4846.080679
40,25.000173,3.992916,81.507822,-0.022893,-3.798257,4.076110,0.00005884,0.01145802,4846.080679
41,25.000177,3.993440,81.533707,-0.023262,-3.793574,4.076110,0.00005884,0.01145802,4846.080679
42,25.000181,3.993966,81.559559,-0.023622,-3.788897,4.076110,0.00005884,0.01145802,4846.080679
43,25.000185,3.994554,81.585380,-0.023976,-3.784225,4.076110,0.00005884,0.01145802,4846.080679
44,25.000189,3.995134,81.611168,-0.024321,-3.779559,4.076110,0.00005884,0.01145802,4846.080679
45,25.000193,3.995707,81.636925,-0.024660,-3.774899,4.076110,0.00005884,0.01145802,4846.080679
46,25.000196,3.996272,81.662650,-0.024992,-3.770244,4.076110,0.00005884,0.01145802,4846.080679
47,25.000200,3.996827,81.688344,-0.025317,-3.765595,4.076110,0.00005884,0.01145802,4846.080679
48,25.000204,3.997376,81.714005,-0.025635,-3.760952,4.076110,0.00005884,0.01145802,4846.080679
49,25.000208,3.997918,81.739635,-0.025947,-3.756315,4.076110,0.00005884,0.01145802,4846.080679
50,25.000212,3.998453,81.765234,-0.026252,-3.751683,4.076110,0.00005884,0.01145802,4846.080679
51,25.000216,3.998984,81.790801,-0.026551,-3.747057,4.076110,0.00005884,0.01145802,4846.080679
52,25.000219,3.999509,81.816336,-0.026843,-3.742437,4.076110,0.00005884,0.01145802,4846.080679
53,25.000223,4.000026,81.841840,-0.027129,-3.737822,4.076110,0.00005884,0.01145802,4846.080679
54,25.000227,4.000537,81.867312,-0.027410,-3.733213,4.076110,0.00005884,0.01145802,4846.080679
55,25.000231,4.001040,81.892753,-0.027684,-3.728610,4.076110,0.00005884,0.01145802,4846.080679
56,25.000234,4.001537,81.918163,-0.027952,-3.724013,4.076110,0.00005884,0.01145802,4846.080679
57,25.000238,4.002027,81.943541,-0.028215,-3.719421,4.076110,0.00005884,0.01145802,4846.080679
58,25.000242,4.002513,81.968888,-0.028472,-3.714835,4.076110,0.00005884,0.01145802,4846.080679
59,25.000245,4.002994,81.994204,-0.028723,-3.710254,4.076110,0.00005884,0.01145802,4846.080679
60,25.000249,4.003470,82.019489,-0.028970,-3.705680,4.076110,0.00005884,0.01145802,4846.080679
61,25.000253,4.003940,82.044742,-0.029210,-3.701111,4.076110,0.00005884,0.01145802,4846.080679
62,25.000256,4.004451,82.069964,-0.029446,-3.696549,4.076110,0.00005884,0.01145802,4846.080679
63,25.000260,4.005062,82.095155,-0.029676,-3.691991,4.076110,0.00005884,0.01145802,4846.080679
64,25.000263,4.005668,82.120315,-0.029902,-3.687438,4.076110,0.00005884,0.01145802,4846.080679
65,25.000267,4.006268,82.145445,-0.030122,-3.682890,4.076110,0.00005884,0.01145802,4846.080679
66,25.000270,4.006797,82.170543,-0.030338,-3.678347,4.076110,0.00005884,0.01145802,4846.080679
67,25.000274,4.007159,82.195610,-0.030548,-3.673812,4.076110,0.00005884,0.01145802,4846.080679
68,25.000277,4.007516,82.220646,-0.030754,-3.669282,4.076110,0.00005884,0.01145802,4846.080679
69,25.000281,4.007868,82.245651,-0.030956,-3.664757,4.076110,0.00005884,0.01145802,4846.080679
70,25.000284,4.008215,82.270626,-0.031153,-3.660238,4.076110,0.00005884,0.01145802,4846.080679
71,25.000288,4.008558,82.295569,-0.031345,-3.655725,4.076110,0.00005884,0.01145802,4846.080679
72,25.000291,4.008896,82.320482,-0.031534,-3.651218,4.076110,0.00005884,0.01145802,4846.080679
73,25.000295,4.009229,82.345365,-0.031717,-3.646716,4.076110,0.00005884,0.01145802,4846.080679
74,25.000298,4.009585,82.370216,-0.031897,-3.642221,4.076110,0.00005884,0.01145802,4846.080679
75,25.000302,4.010060,82.395037,-0.032073,-3.637730,4.076110,0.00005884,0.01145802,4846.080679
76,25.000305,4.010530,82.419827,-0.032244,-3.633244,4.076110,0.00005884,0.01145802,4846.080679
77,25.000308,4.010995,82.444587,-0.032412,-3.628764,4.076110,0.00005884,0.01145802,4846.080679
78,25.000312,4.011450,82.469316,-0.032575,-3.624289,4.076110,0.00005884,0.01145802,4846.080679
79,25.000315,4.011836,82.494015,-0.032735,-3.619820,4.076110,0.00005884,0.01145802,4846.080679
80,25.000318,4.012217,82.518683,-0.032891,-3.615357,4.076110,0.00005884,0.01145802,4846.080679
81,25.000322,4.012595,82.543321,-0.033043,-3.610899,4.076110,0.00005884,0.01145802,4846.080679
82,25.000325,4.012969,82.567929,-0.033192,-3.606446,4.076110,0.00005884,0.01145802,4846.080679
83,25.000328,4.013337,82.592506,-0.033337,-3.602000,4.076110,0.00005884,0.01145802,4846.080679
84,25.000332,4.013702,82.617053,-0.033479,-3.597558,4.076110,0.00005884,0.01145802,4846.080679
85,25.000335,4.014062,82.641569,-0.033617,-3.593122,4.076110,0.00005884,0.01145802,4846.080679
86,25.000338,4.014420,82.666056,-0.033752,-3.588692,4.076110,0.00005884,0.01145802,4846.080679
87,25.000341,4.014771,82.690512,-0.033883,-3.584267,4.076110,0.00005884,0.01145802,4846.080679
88,25.000345,4.015118,82.714938,-0.034012,-3.579847,4.076110,0.00005884,0.01145803,4846.080679
89,25.000348,4.015463,82.739333,-0.034137,-3.575433,4.076110,0.00005884,0.01145803,4846.080679
90,25.000351,4.015803,82.763699,-0.034259,-3.571024,4.076110,0.00005884,0.01145803,4846.080679
91,25.000354,4.016143,82.788035,-0.034377,-3.566621,4.076110,0.00005884,0.01145803,4846.080679
92,25.000357,4.016479,82.812341,-0.034493,-3.562223,4.076110,0.00005884,0.01145803,4846.080679
93,25.000360,4.016813,82.836616,-0.034606,-3.557831,4.076110,0.00005884,0.01145803,4846.080679
94,25.000363,4.017143,82.860862,-0.034716,-3.553443,4.076110,0.00005884,0.01145803,4846.080679
95,25.000367,4.017423,82.885078,-0.034823,-3.549062,4.076110,0.00005884,0.01145803,4846.080679
96,25.000370,4.017673,82.909264,-0.034927,-3.544685,4.076110,0.00005884,0.01145803,4846.080679
97,25.000373,4.017920,82.933420,-0.035029,-3.540315,4.076110,0.00005884,0.01145803,4846.080679
98,25.000376,4.018164,82.957547,-0.035128,-3.535950,4.076110,0.00005884,0.01145803,4846.080679
99,25.000379,4.018468,82.981644,-0.035224,-3.531591,4.076110,0.00005884,0.01145803,4846.080679
100,25.000382,4.018852,83.005711,-0.035317,-3.527237,4.076110,0.00005884,0.01145803,4846.080679
101,25.000385,4.019232,83.029748,-0.035408,-3.522888,4.076110,0.00005884,0.01145803,4846.080679
102,25.000388,4.019610,83.053756,-0.035497,-3.518543,4.076110,0.00005884,0.01145803,4846.080679
103,25.000391,4.019969,83.077734,-0.035583,-3.514204,4.076110,0.00005884,0.01145803,4846.080679
104,25.000394,4.020270,83.101682,-0.035666,-3.509871,4.076110,0.00005884,0.01145803,4846.080679
105,25.000397,4.020568,83.125601,-0.035748,-3.505543,4.076110,0.00005884,0.01145803,4846.080679
106,25.000400,4.020864,83.149491,-0.035826,-3.501221,4.076110,0.00005884,0.01145803,4846.080679
107,25.000403,4.021157,83.173351,-0.035903,-3.496903,4.076110,0.00005884,0.01145803,4846.080679
108,25.000406,4.021446,83.197181,-0.035977,-3.492592,4.076110,0.00005884,0.01145803,4846.080679
109,25.000409,4.021731,83.220983,-0.036050,-3.488285,4.076110,0.00005884,0.01145803,4846.080679
110,25.000412,4.022015,83.244755,-0.036119,-3.483984,4.076110,0.00005884,0.01145803,4846.080679
111,25.000414,4.022296,83.268497,-0.036187,-3.479689,4.076110,0.00005884,0.01145803,4846.080679
112,25.000417,4.022628,83.292210,-0.036253,-3.475399,4.076110,0.00005884,0.01145803,4846.080679
113,25.000420,4.022977,83.315894,-0.036317,-3.471113,4.076110,0.00005884,0.01145803,4846.080679
114,25.000423,4.023324,83.339549,-0.036378,-3.466833,4.076110,0.00005884,0.01145803,4846.080679
115,25.000426,4.023668,83.363175,-0.036438,-3.462558,4.076110,0.00005884,0.01145803,4846.080679
116,25.000429,4.023978,83.386772,-0.036496,-3.458288,4.076110,0.00005884,0.01145803,4846.080679
117,25.000431,4.024248,83.410339,-0.036552,-3.454024,4.076110,0.00005884,0.01145803,4846.080679
118,25.000434,4.024515,83.433877,-0.036606,-3.449764,4.076110,0.00005884,0.01145803,4846.080679
119,25.000437,4.024781,83.457387,-0.036658,-3.445511,4.076110,0.00005884,0.01145803,4846.080679
120,25.000440,4.025033,83.480867,-0.036708,-3.441262,4.076110,0.00005884,0.01145803,4846.080679
121,25.000443,4.025223,83.504319,-0.036757,-3.437018,4.076110,0.00005884,0.01145803,4846.080679
