Time,Temperature,Voltage_terminal,SOC,V1,Charge_Current,Capacity,R0,R1,C1
0,25.033333,3.587215,30.153134,-0.000084,-4.076110,4.076110,0.00005885,0.01145916,4846.080679
1,25.066616,3.588430,30.180912,-0.000916,-4.076110,4.076110,0.00005885,0.01146030,4846.080679
2,25.099843,3.589415,30.208690,-0.001733,-4.076110,4.076110,0.00005886,0.01146145,4846.080679
3,25.133015,3.590385,30.236468,-0.002536,-4.076110,4.076110,0.00005887,0.01146259,4846.080679
4,25.166132,3.591303,30.264245,-0.003324,-4.076110,4.076110,0.00005887,0.01146372,4846.080679
5,25.199193,3.592163,30.292023,-0.004098,-4.076110,4.076110,0.00005888,0.01146486,4846.080679
6,25.232199,3.593008,30.319801,-0.004859,-4.076110,4.076110,0.00005888,0.01146599,4846.080679
7,25.265150,3.593840,30.347579,-0.005606,-4.076110,4.076110,0.00005889,0.01146713,4846.080679
8,25.298047,3.594793,30.375357,-0.006340,-4.076110,4.076110,0.00005890,0.01146826,4846.080679
9,25.330888,3.595763,30.403134,-0.007060,-4.076110,4.076110,0.00005890,0.01146939,4846.080679
10,25.363675,3.596721,30.430912,-0.007768,-4.076110,4.076110,0.00005891,0.01147051,4846.080679
11,25.396407,3.597638,30.458690,-0.008463,-4.076110,4.076110,0.00005891,0.01147164,4846.080679
12,25.429085,3.598406,30.486468,-0.009146,-4.076110,4.076110,0.00005892,0.01147276,4846.080679
13,25.461708,3.599162,30.514245,-0.009816,-4.076110,4.076110,0.00005892,0.01147388,4846.080679
14,25.494276,3.599906,30.542023,-0.010475,-4.076110,4.076110,0.00005893,0.01147500,4846.080679
15,25.526791,3.600682,30.569801,-0.011122,-4.076110,4.076110,0.00005894,0.01147612,4846.080679
16,25.559251,3.601485,30.597579,-0.011757,-4.076110,4.076110,0.00005894,0.01147724,4846.080679
17,25.591657,3.602276,30.625357,-0.012381,-4.076110,4.076110,0.00005895,0.01147835,4846.080679
18,25.624009,3.603057,30.653134,-0.012994,-4.076110,4.076110,0.00005895,0.01147946,4846.080679
19,25.656308,3.603826,30.680912,-0.013597,-4.076110,4.076110,0.00005896,0.01148057,4846.080679
20,25.688552,3.604585,30.708690,-0.014188,-4.076110,4.076110,0.00005896,0.01148168,4846.080679
21,25.720743,3.605334,30.736468,-0.014769,-4.076110,4.076110,0.00005897,0.01148279,4846.080679
22,25.752880,3.606050,30.764245,-0.015339,-4.076110,4.076110,0.00005898,0.01148389,4846.080679
23,25.784963,3.606693,30.792023,-0.015900,-4.076110,4.076110,0.00005898,0.01148500,4846.080679
24,25.816993,3.607326,30.819801,-0.016450,-4.076110,4.076110,0.00005899,0.01148610,4846.080679
25,25.848970,3.607949,30.847579,-0.016991,-4.076110,4.076110,0.00005899,0.01148720,4846.080679
26,25.880893,3.608666,30.875357,-0.017522,-4.076110,4.076110,0.00005900,0.01148829,4846.080679
27,25.912763,3.609440,30.903134,-0.018044,-4.076110,4.076110,0.00005900,0.01148939,4846.080679
28,25.944580,3.610205,30.930912,-0.018556,-4.076110,4.076110,0.00005901,0.01149048,4846.080679
29,25.976344,3.610961,30.958690,-0.019060,-4.076110,4.076110,0.00005902,0.01149157,4846.080679
30,26.008055,3.611544,30.986468,-0.019554,-4.076110,4.076110,0.00005902,0.01149266,4846.080679
31,26.039713,3.612112,31.014245,-0.020040,-4.076110,4.076110,0.00005903,0.01149375,4846.080679
32,26.071318,3.612672,31.042023,-0.020517,-4.076110,4.076110,0.00005903,0.01149484,4846.080679
33,26.102871,3.613250,31.069801,-0.020986,-4.076110,4.076110,0.00005904,0.01149592,4846.080679
34,26.134371,3.613878,31.097579,-0.021446,-4.076110,4.076110,0.00005904,0.01149701,4846.080679
35,26.165819,3.614497,31.125357,-0.021898,-4.076110,4.076110,0.00005905,0.01149809,4846.080679
36,26.197214,3.615109,31.153134,-0.022342,-4.076110,4.076110,0.00005905,0.01149917,4846.080679
37,26.228557,3.615657,31.180912,-0.022779,-4.076110,4.076110,0.00005906,0.01150024,4846.080679
38,26.259848,3.616171,31.208690,-0.023207,-4.076110,4.076110,0.00005907,0.01150132,4846.080679
39,26.291086,3.616677,31.236468,-0.023628,-4.076110,4.076110,0.00005907,0.01150239,4846.080679
40,26.322272,3.617178,31.264245,-0.024042,-4.076110,4.076110,0.00005908,0.01150347,4846.080679
41,26.353407,3.617752,31.292023,-0.024448,-4.076110,4.076110,0.00005908,0.01150454,4846.080679
42,26.384489,3.618318,31.319801,-0.024847,-4.076110,4.076110,0.00005909,0.01150560,4846.080679
43,26.415520,3.618878,31.347579,-0.025239,-4.076110,4.076110,0.00005909,0.01150667,4846.080679
44,26.446499,3.619397,31.375357,-0.025624,-4.076110,4.076110,0.00005910,0.01150774,4846.080679
45,26.477427,3.619858,31.403134,-0.026002,-4.076110,4.076110,0.00005910,0.01150880,4846.080679
46,26.508303,3.620312,31.430912,-0.026374,-4.076110,4.076110,0.00005911,0.01150986,4846.080679
47,26.539127,3.620759,31.458690,-0.026739,-4.076110,4.076110,0.00005911,0.01151092,4846.080679
48,26.569900,3.621266,31.486468,-0.027098,-4.076110,4.076110,0.00005912,0.01151198,4846.080679
49,26.600622,3.621788,31.514245,-0.027450,-4.076110,4.076110,0.00005913,0.01151303,4846.080679
50,26.631292,3.622304,31.542023,-0.027796,-4.076110,4.076110,0.00005913,0.01151409,4846.080679
51,26.661912,3.622805,31.569801,-0.028136,-4.076110,4.076110,0.00005914,0.01151514,4846.080679
52,26.692480,3.623222,31.597579,-0.028470,-4.076110,4.076110,0.00005914,0.01151619,4846.080679
53,26.722998,3.623632,31.625357,-0.028798,-4.076110,4.076110,0.00005915,0.01151724,4846.080679
54,26.753464,3.624037,31.653134,-0.029120,-4.076110,4.076110,0.00005915,0.01151829,4846.080679
55,26.783880,3.624514,31.680912,-0.029437,-4.076110,4.076110,0.00005916,0.01151933,4846.080679
56,26.814245,3.625078,31.708690,-0.029748,-4.076110,4.076110,0.00005916,0.01152038,4846.080679
57,26.844560,3.625636,31.736468,-0.030053,-4.076110,4.076110,0.00005917,0.01152142,4846.080679
58,26.874824,3.626189,31.764245,-0.030354,-4.076110,4.076110,0.00005917,0.01152246,4846.080679
59,26.905037,3.626597,31.792023,-0.030649,-4.076110,4.076110,0.00005918,0.01152350,4846.080679
60,26.935200,3.626969,31.819801,-0.030938,-4.076110,4.076110,0.00005918,0.01152453,4846.080679
