Time,Temperature,Voltage_terminal,SOC,V1,Charge_Current,Capacity,R0,R1,C1
0,25.000000,3.500870,20.134855,-0.000084,-4.076110,4.076110,0.00005884,0.01145801,4846.080679
1,25.000005,3.502338,20.162632,-0.000916,-4.076110,4.076110,0.00005884,0.01145801,4846.080679
2,25.000010,3.503575,20.190410,-0.001733,-4.076110,4.076110,0.00005884,0.01145801,4846.080679
3,25.000015,3.504798,20.218188,-0.002536,-4.076110,4.076110,0.00005884,0.01145801,4846.080679
4,25.000020,3.506006,20.245966,-0.003324,-4.076110,4.076110,0.00005884,0.01145801,4846.080679
5,25.000024,3.507200,20.273744,-0.004098,-4.076110,4.076110,0.00005884,0.01145801,4846.080679
6,25.000029,3.508381,20.301521,-0.004859,-4.076110,4.076110,0.00005884,0.01145801,4846.080679
7,25.000034,3.509548,20.329299,-0.005606,-4.076110,4.076110,0.00005884,0.01145801,4846.080679
8,25.000039,3.510632,20.357077,-0.006339,-4.076110,4.076110,0.00005884,0.01145801,4846.080679
9,25.000044,3.511687,20.384855,-0.007060,-4.076110,4.076110,0.00005884,0.01145801,4846.080679
10,25.000049,3.512730,20.412632,-0.007767,-4.076110,4.076110,0.00005884,0.01145801,4846.080679
11,25.000053,3.513773,20.440410,-0.008462,-4.076110,4.076110,0.00005884,0.01145802,4846.080679
12,25.000058,3.514873,20.468188,-0.009145,-4.076110,4.076110,0.00005884,0.01145802,4846.080679
13,25.000063,3.515961,20.495966,-0.009815,-4.076110,4.076110,0.00005884,0.01145802,4846.080679
14,25.000068,3.517036,20.523744,-0.010474,-4.076110,4.076110,0.00005884,0.01145802,4846.080679
15,25.000073,3.518013,20.551521,-0.011120,-4.076110,4.076110,0.00005884,0.01145802,4846.080679
16,25.000077,3.518901,20.579299,-0.011755,-4.076110,4.076110,0.00005884,0.01145802,4846.080679
17,25.000082,3.519777,20.607077,-0.012379,-4.076110,4.076110,0.00005884,0.01145802,4846.080679
18,25.000087,3.520642,20.634855,-0.012992,-4.076110,4.076110,0.00005884,0.01145802,4846.080679
19,25.000092,3.521570,20.662632,-0.013593,-4.076110,4.076110,0.00005884,0.01145802,4846.080679
20,25.000096,3.522495,20.690410,-0.014184,-4.076110,4.076110,0.00005884,0.01145802,4846.080679
21,25.000101,3.523411,20.718188,-0.014765,-4.076110,4.076110,0.00005884,0.01145802,4846.080679
22,25.000106,3.524316,20.745966,-0.015335,-4.076110,4.076110,0.00005884,0.01145802,4846.080679
23,25.000110,3.525210,20.773744,-0.015895,-4.076110,4.076110,0.00005884,0.01145802,4846.080679
24,25.000115,3.526095,20.801521,-0.016445,-4.076110,4.076110,0.00005884,0.01145802,4846.080679
25,25.000120,3.526970,20.829299,-0.016985,-4.076110,4.076110,0.00005884,0.01145802,4846.080679
26,25.000125,3.527886,20.857077,-0.017515,-4.076110,4.076110,0.00005884,0.01145802,4846.080679
27,25.000129,3.528827,20.884855,-0.018036,-4.076110,4.076110,0.00005884,0.01145802,4846.080679
28,25.000134,3.529759,20.912632,-0.018548,-4.076110,4.076110,0.00005884,0.01145802,4846.080679
29,25.000139,3.530681,20.940410,-0.019050,-4.076110,4.076110,0.00005884,0.01145802,4846.080679
30,25.000143,3.531432,20.968188,-0.019544,-4.076110,4.076110,0.00005884,0.01145802,4846.080679
31,25.000148,3.532167,20.995966,-0.020029,-4.076110,4.076110,0.00005884,0.01145802,4846.080679
32,25.000152,3.532893,21.023744,-0.020505,-4.076110,4.076110,0.00005884,0.01145802,4846.080679
33,25.000157,3.533611,21.051521,-0.020972,-4.076110,4.076110,0.00005884,0.01145802,4846.080679
34,25.000162,3.534323,21.079299,-0.021432,-4.076110,4.076110,0.00005884,0.01145802,4846.080679
35,25.000166,3.535026,21.107077,-0.021883,-4.076110,4.076110,0.00005884,0.01145802,4846.080679
36,25.000171,3.535722,21.134855,-0.022326,-4.076110,4.076110,0.00005884,0.01145802,4846.080679
37,25.000176,3.536520,21.162632,-0.022761,-4.076110,4.076110,0.00005884,0.01145802,4846.080679
38,25.000180,3.537364,21.190410,-0.023188,-4.076110,4.076110,0.00005884,0.01145802,4846.080679
