Time,Temperature,Voltage_terminal,SOC,V1,Charge_Current,Capacity,R0,R1,C1
0,24.958333,3.884473,70.427740,-0.000084,-4.076110,4.076110,0.00005884,0.01145658,4846.080679
1,24.916741,3.885771,70.455518,-0.000916,-4.076110,4.076110,0.00005883,0.01145515,4846.080679
2,24.875218,3.886838,70.483296,-0.001733,-4.076110,4.076110,0.00005882,0.01145372,4846.080679
3,24.833764,3.887890,70.511073,-0.002536,-4.076110,4.076110,0.00005881,0.01145230,4846.080679
4,24.792380,3.888929,70.538851,-0.003324,-4.076110,4.076110,0.00005881,0.01145088,4846.080679
5,24.751064,3.889956,70.566629,-0.004098,-4.076110,4.076110,0.00005880,0.01144946,4846.080679
6,24.709817,3.890969,70.594407,-0.004859,-4.076110,4.076110,0.00005879,0.01144804,4846.080679
7,24.668639,3.891968,70.622185,-0.005605,-4.076110,4.076110,0.00005878,0.01144662,4846.080679
8,24.627529,3.892885,70.649962,-0.006339,-4.076110,4.076110,0.00005878,0.01144521,4846.080679
9,24.586488,3.893772,70.677740,-0.007059,-4.076110,4.076110,0.00005877,0.01144380,4846.080679
10,24.545516,3.894647,70.705518,-0.007767,-4.076110,4.076110,0.00005876,0.01144239,4846.080679
11,24.504611,3.895509,70.733296,-0.008461,-4.076110,4.076110,0.00005876,0.01144098,4846.080679
12,24.463775,3.896359,70.761073,-0.009144,-4.076110,4.076110,0.00005875,0.01143958,4846.080679
13,24.423007,3.897197,70.788851,-0.009814,-4.076110,4.076110,0.00005874,0.01143818,4846.080679
14,24.382307,3.898022,70.816629,-0.010472,-4.076110,4.076110,0.00005873,0.01143678,4846.080679
15,24.341675,3.898879,70.844407,-0.011118,-4.076110,4.076110,0.00005873,0.01143538,4846.080679
16,24.301110,3.899764,70.872185,-0.011753,-4.076110,4.076110,0.00005872,0.01143399,4846.080679
17,24.260613,3.900637,70.899962,-0.012376,-4.076110,4.076110,0.00005871,0.01143260,4846.080679
18,24.220184,3.901499,70.927740,-0.012988,-4.076110,4.076110,0.00005871,0.01143121,4846.080679
19,24.179822,3.902277,70.955518,-0.013590,-4.076110,4.076110,0.00005870,0.01142982,4846.080679
20,24.139527,3.903035,70.983296,-0.014180,-4.076110,4.076110,0.00005869,0.01142844,4846.080679
21,24.099299,3.903782,71.011073,-0.014760,-4.076110,4.076110,0.00005868,0.01142705,4846.080679
22,24.059138,3.904539,71.038851,-0.015329,-4.076110,4.076110,0.00005868,0.01142567,4846.080679
23,24.019045,3.905351,71.066629,-0.015888,-4.076110,4.076110,0.00005867,0.01142429,4846.080679
24,23.979018,3.906153,71.094407,-0.016437,-4.076110,4.076110,0.00005866,0.01142292,4846.080679
25,23.939058,3.906944,71.122185,-0.016977,-4.076110,4.076110,0.00005866,0.01142154,4846.080679
26,23.899164,3.907675,71.149962,-0.017506,-4.076110,4.076110,0.00005865,0.01142017,4846.080679
27,23.859337,3.908363,71.177740,-0.018026,-4.076110,4.076110,0.00005864,0.01141880,4846.080679
28,23.819576,3.909041,71.205518,-0.018537,-4.076110,4.076110,0.00005863,0.01141744,4846.080679
29,23.779882,3.909710,71.233296,-0.019038,-4.076110,4.076110,0.00005863,0.01141607,4846.080679
30,23.740254,3.910451,71.261073,-0.019531,-4.076110,4.076110,0.00005862,0.01141471,4846.080679
31,23.700691,3.911187,71.288851,-0.020015,-4.076110,4.076110,0.00005861,0.01141335,4846.080679
32,23.661195,3.911915,71.316629,-0.020489,-4.076110,4.076110,0.00005861,0.01141199,4846.080679
33,23.621765,3.912580,71.344407,-0.020956,-4.076110,4.076110,0.00005860,0.01141064,4846.080679
34,23.582400,3.913121,71.372185,-0.021414,-4.076110,4.076110,0.00005859,0.01140928,4846.080679
35,23.543101,3.913653,71.399962,-0.021863,-4.076110,4.076110,0.00005859,0.01140793,4846.080679
36,23.503867,3.914177,71.427740,-0.022305,-4.076110,4.076110,0.00005858,0.01140659,4846.080679
